L 266.0000, -17.0000, 5.0000,  266.0000, -11.0000, 5.0000,  0, 0, 0
L 266.0000, -11.0000, 5.0000,  266.0000, 0.0000, 1.0000,  0, 0, 0
L 266.0000, 0.0000, 1.0000,  267.0000, 1.0000, 0.0000,  0, 0, 0
L 267.0000, 1.0000, 0.0000,  267.0000, 3.0000, 0.0000,  0, 0, 0
L 267.0000, 3.0000, 0.0000,  268.0000, 6.0000, 0.0000,  0, 0, 0
L 268.0000, 6.0000, 0.0000,  268.0000, 9.0000, 0.0000,  0, 0, 0
L 268.0000, 9.0000, 0.0000,  267.0000, 10.0000, 1.0000,  0, 0, 0
L 267.0000, 10.0000, 1.0000,  266.0000, 11.0000, 5.0000,  0, 0, 0
L 266.0000, 11.0000, 5.0000,  258.0000, 16.0000, 5.0000,  0, 0, 0
L 258.0000, 16.0000, 5.0000,  257.0000, 17.0000, 5.0000,  0, 0, 0
L 257.0000, 17.0000, 5.0000,  254.0000, 22.0000, 5.0000,  0, 0, 0
L 254.0000, 22.0000, 5.0000,  252.0000, 22.0000, 3.0000,  0, 0, 0
L 252.0000, 22.0000, 3.0000,  223.0000, 22.0000, 0.0000,  0, 0, 0
L 235.0000, 22.0000, 0.0000,  185.0000, 22.0000, 0.0000,  0, 0, 0
L -22.0000, -38.0000, 0.0000,  -117.0000, -38.0000, 0.0000,  0, 0, 0
L -117.0000, -38.0000, 0.0000,  -131.0000, -23.0000, 0.0000,  0, 0, 0
L -131.0000, -23.0000, 0.0000,  -132.0000, -6.0000, 0.0000,  0, 0, 0
L -132.0000, 5.0000, 0.0000,  -131.0000, 24.0000, 0.0000,  0, 0, 0
L -131.0000, 24.0000, 0.0000,  -116.0000, 39.0000, 0.0000,  0, 0, 0
L -116.0000, 39.0000, 0.0000,  -115.0000, 41.0000, 0.0000,  0, 0, 0
L -115.0000, 41.0000, 0.0000,  -115.0000, 43.0000, 3.0000,  0, 0, 0
L -115.0000, 43.0000, 3.0000,  -114.0000, 49.0000, 3.0000,  0, 0, 0
L -114.0000, 49.0000, 3.0000,  -114.0000, 51.0000, 0.0000,  0, 0, 0
L -114.0000, 51.0000, 0.0000,  -115.0000, 52.0000, 0.0000,  0, 0, 0
L -115.0000, 52.0000, 0.0000,  -113.0000, 57.0000, 0.0000,  0, 0, 0
L -113.0000, 57.0000, 0.0000,  -101.0000, 70.0000, 0.0000,  0, 0, 0
L -101.0000, 70.0000, 0.0000,  -100.0000, 70.0000, 0.0000,  0, 0, 0
L -131.0000, -11.0000, 0.0000,  -132.0000, -7.0000, 0.0000,  0, 0, 0
L -132.0000, -7.0000, 0.0000,  -133.0000, -5.0000, 0.0000,  0, 0, 0
L -133.0000, -5.0000, 0.0000,  -134.0000, -4.0000, 0.0000,  0, 0, 0
L -134.0000, -4.0000, 0.0000,  -141.0000, -4.0000, 0.0000,  0, 0, 0
L -141.0000, -4.0000, 0.0000,  -145.0000, -5.0000, 0.0000,  0, 0, 0
L -145.0000, -5.0000, 0.0000,  -146.0000, -6.0000, 0.0000,  0, 0, 0
L -146.0000, -6.0000, 0.0000,  -147.0000, -8.0000, 0.0000,  0, 0, 0
L -147.0000, -8.0000, 0.0000,  -148.0000, -12.0000, 0.0000,  0, 0, 0
L -148.0000, -12.0000, 0.0000,  -147.0000, -14.0000, 0.0000,  0, 0, 0
L -147.0000, -14.0000, 0.0000,  -147.0000, -23.0000, 0.0000,  0, 0, 0
L -147.0000, -23.0000, 0.0000,  -148.0000, -25.0000, 0.0000,  0, 0, 0
L -148.0000, -25.0000, 0.0000,  -161.0000, -38.0000, -2.0000,  0, 0, 0
L -161.0000, -38.0000, -2.0000,  -163.0000, -38.0000, -2.0000,  0, 0, 0
L -163.0000, -38.0000, -2.0000,  -177.0000, -38.0000, -3.0000,  0, 0, 0
L -177.0000, -38.0000, -3.0000,  -179.0000, -39.0000, -3.0000,  0, 0, 0
L -179.0000, -39.0000, -3.0000,  -193.0000, -53.0000, -3.0000,  0, 0, 0
L -193.0000, -53.0000, -3.0000,  -194.0000, -52.0000, 6.0000,  0, 0, 0
L -194.0000, -52.0000, 6.0000,  -195.0000, -51.0000, 6.0000,  0, 0, 0
L -195.0000, -51.0000, 6.0000,  -202.0000, -43.0000, 3.0000,  0, 0, 0
L -202.0000, -43.0000, 3.0000,  -205.0000, -40.0000, -3.0000,  0, 0, 0
L -205.0000, -40.0000, -3.0000,  -206.0000, -42.0000, -3.0000,  0, 0, 0
L -206.0000, -42.0000, -3.0000,  -206.0000, -44.0000, -3.0000,  0, 0, 0
L -206.0000, -44.0000, -3.0000,  -206.0000, -25.0000, -3.0000,  0, 0, 0
L -206.0000, -25.0000, -3.0000,  -190.0000, -8.0000, -3.0000,  0, 0, 0
L -190.0000, -8.0000, -3.0000,  -191.0000, 9.0000, -3.0000,  0, 0, 0
L -191.0000, 9.0000, -3.0000,  -192.0000, 11.0000, -3.0000,  0, 0, 0
L -192.0000, 11.0000, -3.0000,  -206.0000, 25.0000, -3.0000,  0, 0, 0
L -206.0000, 25.0000, -3.0000,  -205.0000, 26.0000, -3.0000,  0, 0, 0
L -205.0000, 26.0000, -3.0000,  -202.0000, 26.0000, -3.0000,  0, 0, 0
L -200.0000, 18.0000, -3.0000,  -198.0000, 17.0000, -3.0000,  0, 0, 0
L -200.0000, 26.0000, -3.0000,  -203.0000, 26.0000, -3.0000,  0, 0, 0
L -203.0000, 26.0000, -3.0000,  -199.0000, 26.0000, -3.0000,  0, 0, 0
L -199.0000, 26.0000, -3.0000,  -198.0000, 27.0000, -3.0000,  0, 0, 0
L -198.0000, 27.0000, -3.0000,  -198.0000, 46.0000, -3.0000,  0, 0, 0
L -198.0000, 46.0000, -3.0000,  -200.0000, 47.0000, -3.0000,  0, 0, 0
L -200.0000, 47.0000, -3.0000,  -206.0000, 47.0000, -3.0000,  0, 0, 0
L -206.0000, 47.0000, -3.0000,  -206.0000, 54.0000, -3.0000,  0, 0, 0
L -206.0000, 54.0000, -3.0000,  -193.0000, 54.0000, -3.0000,  0, 0, 0
L -193.0000, 54.0000, -3.0000,  -178.0000, 38.0000, -3.0000,  0, 0, 0
L -178.0000, 38.0000, -3.0000,  -174.0000, 38.0000, -3.0000,  0, 0, 0
L -174.0000, 38.0000, -3.0000,  -161.0000, 38.0000, -2.0000,  0, 0, 0
L -161.0000, 38.0000, -2.0000,  -160.0000, 36.0000, -2.0000,  0, 0, 0
L -160.0000, 36.0000, -2.0000,  -147.0000, 23.0000, 0.0000,  0, 0, 0
L -147.0000, 23.0000, 0.0000,  -146.0000, 6.0000, 0.0000,  0, 0, 0
L -146.0000, 6.0000, 0.0000,  -144.0000, 4.0000, 0.0000,  0, 0, 0
L -144.0000, 4.0000, 0.0000,  -141.0000, 3.0000, 0.0000,  0, 0, 0
L -141.0000, 3.0000, 0.0000,  -139.0000, 4.0000, 0.0000,  0, 0, 0
L -139.0000, 4.0000, 0.0000,  -132.0000, 5.0000, 0.0000,  0, 0, 0
L -206.0000, 25.0000, -3.0000,  -206.0000, 54.0000, -3.0000,  0, 0, 0
L -40.0000, 185.0000, 17.0000,  -39.0000, 194.0000, 17.0000,  0, 0, 0
L -39.0000, 194.0000, 17.0000,  -38.0000, 196.0000, 17.0000,  0, 0, 0
L -38.0000, 196.0000, 17.0000,  -37.0000, 197.0000, 17.0000,  0, 0, 0
L -37.0000, 197.0000, 17.0000,  -27.0000, 197.0000, 17.0000,  0, 0, 0
L -40.0000, 213.0000, 17.0000,  -39.0000, 208.0000, 17.0000,  0, 0, 0
L -39.0000, 208.0000, 17.0000,  -39.0000, 206.0000, 17.0000,  0, 0, 0
L -39.0000, 206.0000, 17.0000,  -37.0000, 205.0000, 17.0000,  0, 0, 0
L -37.0000, 205.0000, 17.0000,  -26.0000, 205.0000, 17.0000,  0, 0, 0
L -26.0000, 205.0000, 17.0000,  -24.0000, 209.0000, 17.0000,  0, 0, 0
L -24.0000, 209.0000, 17.0000,  -24.0000, 221.0000, 17.0000,  0, 0, 0
L -24.0000, 221.0000, 17.0000,  -20.0000, 221.0000, 17.0000,  0, 0, 0
L -20.0000, 221.0000, 17.0000,  -21.0000, 220.0000, 17.0000,  0, 0, 0
L -21.0000, 220.0000, 17.0000,  -23.0000, 220.0000, 17.0000,  0, 0, 0
L -23.0000, 220.0000, 17.0000,  -22.0000, 220.0000, 17.0000,  0, 0, 0
L -22.0000, 220.0000, 17.0000,  -20.0000, 221.0000, 17.0000,  0, 0, 0
L -20.0000, 221.0000, 17.0000,  -15.0000, 221.0000, 23.0000,  0, 0, 0
L -15.0000, 221.0000, 23.0000,  -4.0000, 223.0000, 29.0000,  0, 0, 0
L -4.0000, 223.0000, 29.0000,  -2.0000, 223.0000, 29.0000,  0, 0, 0
L -2.0000, 223.0000, 29.0000,  3.0000, 223.0000, 23.0000,  0, 0, 0
L 3.0000, 221.0000, 17.0000,  4.0000, 215.0000, 17.0000,  0, 0, 0
L 4.0000, 215.0000, 17.0000,  4.0000, 213.0000, 17.0000,  0, 0, 0
L 4.0000, 213.0000, 17.0000,  5.0000, 212.0000, 17.0000,  0, 0, 0
L 5.0000, 212.0000, 17.0000,  7.0000, 211.0000, 22.0000,  0, 0, 0
L 7.0000, 211.0000, 22.0000,  8.0000, 211.0000, 22.0000,  0, 0, 0
L 8.0000, 211.0000, 22.0000,  10.0000, 210.0000, 21.0000,  0, 0, 0
L 10.0000, 210.0000, 21.0000,  12.0000, 207.0000, 17.0000,  0, 0, 0
L 12.0000, 207.0000, 17.0000,  16.0000, 207.0000, 17.0000,  0, 0, 0
L 16.0000, 207.0000, 17.0000,  20.0000, 206.0000, 17.0000,  0, 0, 0
L 20.0000, 206.0000, 17.0000,  22.0000, 205.0000, 17.0000,  0, 0, 0
L 22.0000, 205.0000, 17.0000,  30.0000, 205.0000, 17.0000,  0, 0, 0
L 28.0000, 205.0000, 17.0000,  32.0000, 205.0000, 17.0000,  0, 0, 0
L 32.0000, 205.0000, 17.0000,  35.0000, 208.0000, 17.0000,  0, 0, 0
L 35.0000, 208.0000, 17.0000,  35.0000, 224.0000, 17.0000,  0, 0, 0
L 35.0000, 224.0000, 17.0000,  37.0000, 226.0000, 17.0000,  0, 0, 0
L 37.0000, 226.0000, 17.0000,  49.0000, 239.0000, 20.0000,  0, 0, 0
L 49.0000, 239.0000, 20.0000,  51.0000, 239.0000, 17.0000,  0, 0, 0
L 51.0000, 239.0000, 17.0000,  144.0000, 239.0000, 17.0000,  0, 0, 0
L 144.0000, 239.0000, 17.0000,  158.0000, 224.0000, 17.0000,  0, 0, 0
L 158.0000, 224.0000, 17.0000,  158.0000, 222.0000, 17.0000,  0, 0, 0
L 158.0000, 222.0000, 17.0000,  158.0000, 210.0000, 19.0000,  0, 0, 0
L 36.0000, 179.0000, 17.0000,  34.0000, 194.0000, 17.0000,  0, 0, 0
L 34.0000, 194.0000, 17.0000,  34.0000, 196.0000, 17.0000,  0, 0, 0
L 34.0000, 196.0000, 17.0000,  32.0000, 197.0000, 17.0000,  0, 0, 0
L 32.0000, 197.0000, 17.0000,  30.0000, 197.0000, 17.0000,  0, 0, 0
L 30.0000, 197.0000, 17.0000,  21.0000, 196.0000, 17.0000,  0, 0, 0
L 21.0000, 196.0000, 17.0000,  5.0000, 179.0000, 17.0000,  0, 0, 0
L 5.0000, 179.0000, 17.0000,  4.0000, 181.0000, 17.0000,  0, 0, 0
L 4.0000, 181.0000, 17.0000,  4.0000, 182.0000, 17.0000,  0, 0, 0
L 4.0000, 182.0000, 17.0000,  3.0000, 186.0000, 17.0000,  0, 0, 0
L 3.0000, 186.0000, 17.0000,  2.0000, 187.0000, 17.0000,  0, 0, 0
L 2.0000, 187.0000, 17.0000,  0.0000, 187.0000, 17.0000,  0, 0, 0
L 0.0000, 187.0000, 17.0000,  -5.0000, 188.0000, 17.0000,  0, 0, 0
L -5.0000, 188.0000, 17.0000,  -4.0000, 188.0000, 17.0000,  0, 0, 0
L -4.0000, 188.0000, 17.0000,  -7.0000, 188.0000, 17.0000,  0, 0, 0
L -7.0000, 188.0000, 17.0000,  -15.0000, 187.0000, 17.0000,  0, 0, 0
L -15.0000, 187.0000, 17.0000,  -16.0000, 187.0000, 17.0000,  0, 0, 0
L -16.0000, 187.0000, 17.0000,  -23.0000, 184.0000, 17.0000,  0, 0, 0
L -23.0000, 184.0000, 17.0000,  -24.0000, 185.0000, 17.0000,  0, 0, 0
L -24.0000, 185.0000, 17.0000,  -25.0000, 195.0000, 17.0000,  0, 0, 0
L -25.0000, 195.0000, 17.0000,  -27.0000, 197.0000, 17.0000,  0, 0, 0
L -27.0000, 197.0000, 17.0000,  -34.0000, 198.0000, 17.0000,  0, 0, 0
L -34.0000, 198.0000, 17.0000,  -35.0000, 197.0000, 17.0000,  0, 0, 0
L -35.0000, 197.0000, 17.0000,  -37.0000, 197.0000, 17.0000,  0, 0, 0
L -37.0000, 197.0000, 17.0000,  -38.0000, 196.0000, 17.0000,  0, 0, 0
L 160.0000, 205.0000, 17.0000,  172.0000, 205.0000, 17.0000,  0, 0, 0
L 172.0000, 205.0000, 17.0000,  173.0000, 206.0000, 17.0000,  0, 0, 0
L 173.0000, 206.0000, 17.0000,  174.0000, 208.0000, 17.0000,  0, 0, 0
L 174.0000, 208.0000, 17.0000,  174.0000, 215.0000, 17.0000,  0, 0, 0
L 174.0000, 215.0000, 17.0000,  176.0000, 215.0000, 17.0000,  0, 0, 0
L 176.0000, 215.0000, 17.0000,  198.0000, 215.0000, 11.0000,  0, 0, 0
L 198.0000, 215.0000, 11.0000,  198.0000, 213.0000, 11.0000,  0, 0, 0
L 198.0000, 213.0000, 11.0000,  200.0000, 212.0000, 11.0000,  0, 0, 0
L 200.0000, 212.0000, 11.0000,  202.0000, 212.0000, 10.0000,  0, 0, 0
L 202.0000, 212.0000, 10.0000,  203.0000, 212.0000, 9.0000,  0, 0, 0
L 203.0000, 212.0000, 9.0000,  205.0000, 213.0000, 9.0000,  0, 0, 0
L 205.0000, 213.0000, 9.0000,  207.0000, 215.0000, 7.0000,  0, 0, 0
L 207.0000, 215.0000, 7.0000,  209.0000, 215.0000, 6.0000,  0, 0, 0
L 209.0000, 215.0000, 6.0000,  233.0000, 215.0000, 0.0000,  0, 0, 0
L 233.0000, 215.0000, 0.0000,  233.0000, 213.0000, 0.0000,  0, 0, 0
L 233.0000, 213.0000, 0.0000,  234.0000, 207.0000, 0.0000,  0, 0, 0
L 234.0000, 207.0000, 0.0000,  236.0000, 205.0000, 0.0000,  0, 0, 0
L 236.0000, 205.0000, 0.0000,  241.0000, 205.0000, 0.0000,  0, 0, 0
L 241.0000, 205.0000, 0.0000,  248.0000, 206.0000, 0.0000,  0, 0, 0
L 248.0000, 206.0000, 0.0000,  249.0000, 208.0000, 0.0000,  0, 0, 0
L 249.0000, 208.0000, 0.0000,  249.0000, 223.0000, 0.0000,  0, 0, 0
L 249.0000, 223.0000, 0.0000,  264.0000, 223.0000, 0.0000,  0, 0, 0
L 264.0000, 223.0000, 0.0000,  264.0000, 221.0000, 0.0000,  0, 0, 0
L 264.0000, 221.0000, 0.0000,  266.0000, 219.0000, 0.0000,  0, 0, 0
L 266.0000, 219.0000, 0.0000,  268.0000, 218.0000, 0.0000,  0, 0, 0
L 268.0000, 218.0000, 0.0000,  270.0000, 219.0000, 0.0000,  0, 0, 0
L 270.0000, 219.0000, 0.0000,  271.0000, 219.0000, 0.0000,  0, 0, 0
L 271.0000, 219.0000, 0.0000,  274.0000, 222.0000, 0.0000,  0, 0, 0
L 274.0000, 222.0000, 0.0000,  273.0000, 222.0000, 0.0000,  0, 0, 0
L 273.0000, 222.0000, 0.0000,  274.0000, 223.0000, 0.0000,  0, 0, 0
L 274.0000, 223.0000, 0.0000,  276.0000, 223.0000, 2.0000,  0, 0, 0
L 276.0000, 223.0000, 2.0000,  288.0000, 223.0000, 7.0000,  0, 0, 0
L 288.0000, 223.0000, 7.0000,  286.0000, 223.0000, 7.0000,  0, 0, 0
L 286.0000, 223.0000, 7.0000,  284.0000, 222.0000, 8.0000,  0, 0, 0
L 284.0000, 222.0000, 8.0000,  276.0000, 221.0000, 0.0000,  0, 0, 0
L 276.0000, 221.0000, 0.0000,  272.0000, 220.0000, 0.0000,  0, 0, 0
L 258.0000, 223.0000, 0.0000,  373.0000, 223.0000, 0.0000,  0, 0, 0
L 373.0000, 223.0000, 0.0000,  373.0000, 137.0000, 0.0000,  0, 0, 0
L 373.0000, 137.0000, 0.0000,  249.0000, 137.0000, 0.0000,  0, 0, 0
L 249.0000, 137.0000, 0.0000,  248.0000, 194.0000, 0.0000,  0, 0, 0
L 248.0000, 194.0000, 0.0000,  247.0000, 196.0000, 0.0000,  0, 0, 0
L 247.0000, 196.0000, 0.0000,  246.0000, 197.0000, 0.0000,  0, 0, 0
L 246.0000, 197.0000, 0.0000,  244.0000, 197.0000, 0.0000,  0, 0, 0
L 244.0000, 197.0000, 0.0000,  235.0000, 196.0000, 0.0000,  0, 0, 0
L 235.0000, 196.0000, 0.0000,  234.0000, 195.0000, 0.0000,  0, 0, 0
L 234.0000, 195.0000, 0.0000,  233.0000, 193.0000, 0.0000,  0, 0, 0
L 233.0000, 193.0000, 0.0000,  233.0000, 187.0000, 0.0000,  0, 0, 0
L 233.0000, 187.0000, 0.0000,  231.0000, 187.0000, 0.0000,  0, 0, 0
L 231.0000, 187.0000, 0.0000,  204.0000, 187.0000, 8.0000,  0, 0, 0
L 204.0000, 187.0000, 8.0000,  203.0000, 189.0000, 9.0000,  0, 0, 0
L 203.0000, 189.0000, 9.0000,  202.0000, 190.0000, 10.0000,  0, 0, 0
L 202.0000, 190.0000, 10.0000,  195.0000, 189.0000, 13.0000,  0, 0, 0
L 195.0000, 189.0000, 13.0000,  194.0000, 188.0000, 13.0000,  0, 0, 0
L 194.0000, 188.0000, 13.0000,  192.0000, 187.0000, 14.0000,  0, 0, 0
L 192.0000, 187.0000, 14.0000,  190.0000, 187.0000, 15.0000,  0, 0, 0
L 190.0000, 187.0000, 15.0000,  174.0000, 187.0000, 17.0000,  0, 0, 0
L 174.0000, 187.0000, 17.0000,  174.0000, 189.0000, 17.0000,  0, 0, 0
L 174.0000, 189.0000, 17.0000,  173.0000, 195.0000, 17.0000,  0, 0, 0
L 173.0000, 195.0000, 17.0000,  172.0000, 197.0000, 17.0000,  0, 0, 0
L 172.0000, 197.0000, 17.0000,  172.0000, 196.0000, 17.0000,  0, 0, 0
L 172.0000, 196.0000, 17.0000,  171.0000, 197.0000, 17.0000,  0, 0, 0
L 171.0000, 197.0000, 17.0000,  159.0000, 197.0000, 17.0000,  0, 0, 0
L -40.0000, 209.0000, 17.0000,  -40.0000, 218.0000, 17.0000,  0, 0, 0
L -40.0000, 218.0000, 17.0000,  -41.0000, 218.0000, 17.0000,  0, 0, 0
L -41.0000, 218.0000, 17.0000,  -43.0000, 219.0000, 17.0000,  0, 0, 0
L -43.0000, 219.0000, 17.0000,  -44.0000, 221.0000, 17.0000,  0, 0, 0
L -44.0000, 221.0000, 17.0000,  -44.0000, 224.0000, 17.0000,  0, 0, 0
L -44.0000, 224.0000, 17.0000,  -43.0000, 226.0000, 17.0000,  0, 0, 0
L -43.0000, 226.0000, 17.0000,  -40.0000, 230.0000, 17.0000,  0, 0, 0
L -40.0000, 230.0000, 17.0000,  -40.0000, 261.0000, 17.0000,  0, 0, 0
L -40.0000, 261.0000, 17.0000,  -42.0000, 261.0000, 17.0000,  0, 0, 0
L -42.0000, 261.0000, 17.0000,  -43.0000, 262.0000, 17.0000,  0, 0, 0
L -43.0000, 262.0000, 17.0000,  -44.0000, 264.0000, 17.0000,  0, 0, 0
L -44.0000, 264.0000, 17.0000,  -44.0000, 268.0000, 17.0000,  0, 0, 0
L -44.0000, 268.0000, 17.0000,  -40.0000, 281.0000, 17.0000,  0, 0, 0
L -40.0000, 281.0000, 17.0000,  -40.0000, 284.0000, 17.0000,  0, 0, 0
L -40.0000, 284.0000, 17.0000,  -76.0000, 284.0000, 17.0000,  0, 0, 0
L -76.0000, 284.0000, 17.0000,  -77.0000, 286.0000, 17.0000,  0, 0, 0
L -77.0000, 286.0000, 17.0000,  -77.0000, 290.0000, 17.0000,  0, 0, 0
L -88.0000, 291.0000, 17.0000,  -88.0000, 285.0000, 17.0000,  0, 0, 0
L -88.0000, 285.0000, 17.0000,  -90.0000, 284.0000, 17.0000,  0, 0, 0
L -90.0000, 284.0000, 17.0000,  -92.0000, 284.0000, 17.0000,  0, 0, 0
L -92.0000, 284.0000, 17.0000,  -97.0000, 284.0000, 19.0000,  0, 0, 0
L -97.0000, 284.0000, 19.0000,  -98.0000, 285.0000, 20.0000,  0, 0, 0
L -98.0000, 285.0000, 20.0000,  -100.0000, 285.0000, 21.0000,  0, 0, 0
L -100.0000, 285.0000, 21.0000,  -122.0000, 285.0000, 19.0000,  0, 0, 0
L -122.0000, 285.0000, 19.0000,  -123.0000, 284.0000, 19.0000,  0, 0, 0
L -123.0000, 284.0000, 19.0000,  -124.0000, 284.0000, 17.0000,  0, 0, 0
L -124.0000, 284.0000, 17.0000,  -126.0000, 283.0000, 17.0000,  0, 0, 0
L -126.0000, 283.0000, 17.0000,  -126.0000, 273.0000, 17.0000,  0, 0, 0
L -88.0000, 293.0000, 17.0000,  -89.0000, 295.0000, 17.0000,  0, 0, 0
L -89.0000, 295.0000, 17.0000,  -92.0000, 297.0000, 17.0000,  0, 0, 0
L -92.0000, 297.0000, 17.0000,  -92.0000, 299.0000, 17.0000,  0, 0, 0
L -92.0000, 299.0000, 17.0000,  -94.0000, 300.0000, 17.0000,  0, 0, 0
L -94.0000, 300.0000, 17.0000,  -98.0000, 300.0000, 17.0000,  0, 0, 0
L -98.0000, 300.0000, 17.0000,  -100.0000, 299.0000, 17.0000,  0, 0, 0
L -100.0000, 299.0000, 17.0000,  -104.0000, 296.0000, 17.0000,  0, 0, 0
L -104.0000, 296.0000, 17.0000,  -106.0000, 297.0000, 17.0000,  0, 0, 0
L -106.0000, 297.0000, 17.0000,  -115.0000, 297.0000, 17.0000,  0, 0, 0
L -115.0000, 297.0000, 17.0000,  -118.0000, 296.0000, 17.0000,  0, 0, 0
L -118.0000, 296.0000, 17.0000,  -119.0000, 297.0000, 17.0000,  0, 0, 0
L -119.0000, 297.0000, 17.0000,  -119.0000, 315.0000, 17.0000,  0, 0, 0
L -119.0000, 315.0000, 17.0000,  -117.0000, 315.0000, 17.0000,  0, 0, 0
L -117.0000, 315.0000, 17.0000,  -116.0000, 316.0000, 17.0000,  0, 0, 0
L -116.0000, 316.0000, 17.0000,  -115.0000, 318.0000, 17.0000,  0, 0, 0
L -115.0000, 318.0000, 17.0000,  -114.0000, 319.0000, 17.0000,  0, 0, 0
L -114.0000, 319.0000, 17.0000,  -114.0000, 325.0000, 17.0000,  0, 0, 0
L -114.0000, 325.0000, 17.0000,  -115.0000, 326.0000, 17.0000,  0, 0, 0
L -115.0000, 326.0000, 17.0000,  -117.0000, 327.0000, 17.0000,  0, 0, 0
L -117.0000, 327.0000, 17.0000,  -127.0000, 327.0000, 17.0000,  0, 0, 0
L -127.0000, 327.0000, 17.0000,  -127.0000, 329.0000, 17.0000,  0, 0, 0
L -127.0000, 329.0000, 17.0000,  -128.0000, 330.0000, 17.0000,  0, 0, 0
L -128.0000, 330.0000, 17.0000,  -130.0000, 331.0000, 17.0000,  0, 0, 0
L -130.0000, 331.0000, 17.0000,  -131.0000, 332.0000, 17.0000,  0, 0, 0
L -131.0000, 332.0000, 17.0000,  -130.0000, 365.0000, 17.0000,  0, 0, 0
L -130.0000, 365.0000, 17.0000,  -127.0000, 366.0000, 17.0000,  0, 0, 0
L -127.0000, 366.0000, 17.0000,  -127.0000, 367.0000, 17.0000,  0, 0, 0
L -127.0000, 367.0000, 17.0000,  -126.0000, 369.0000, 17.0000,  0, 0, 0
L -126.0000, 369.0000, 17.0000,  -93.0000, 369.0000, 17.0000,  0, 0, 0
L -93.0000, 369.0000, 17.0000,  -93.0000, 368.0000, 17.0000,  0, 0, 0
L -93.0000, 368.0000, 17.0000,  -89.0000, 365.0000, 17.0000,  0, 0, 0
L -89.0000, 365.0000, 17.0000,  -89.0000, 344.0000, 22.0000,  0, 0, 0
L -89.0000, 344.0000, 22.0000,  -92.0000, 344.0000, 21.0000,  0, 0, 0
L -92.0000, 344.0000, 21.0000,  -95.0000, 343.0000, 18.0000,  0, 0, 0
L -95.0000, 343.0000, 18.0000,  -97.0000, 341.0000, 17.0000,  0, 0, 0
L -97.0000, 341.0000, 17.0000,  -104.0000, 334.0000, 17.0000,  0, 0, 0
L -104.0000, 334.0000, 17.0000,  -105.0000, 326.0000, 17.0000,  0, 0, 0
L -105.0000, 326.0000, 17.0000,  -106.0000, 325.0000, 17.0000,  0, 0, 0
L -106.0000, 325.0000, 17.0000,  -106.0000, 319.0000, 17.0000,  0, 0, 0
L -106.0000, 319.0000, 17.0000,  -105.0000, 318.0000, 17.0000,  0, 0, 0
L -105.0000, 318.0000, 17.0000,  -104.0000, 316.0000, 17.0000,  0, 0, 0
L -104.0000, 316.0000, 17.0000,  -102.0000, 314.0000, 17.0000,  0, 0, 0
L -102.0000, 314.0000, 17.0000,  -100.0000, 313.0000, 17.0000,  0, 0, 0
L -100.0000, 313.0000, 17.0000,  -99.0000, 311.0000, 17.0000,  0, 0, 0
L -99.0000, 311.0000, 17.0000,  -97.0000, 310.0000, 17.0000,  0, 0, 0
L -97.0000, 310.0000, 17.0000,  -94.0000, 311.0000, 17.0000,  0, 0, 0
L -94.0000, 311.0000, 17.0000,  -92.0000, 311.0000, 17.0000,  0, 0, 0
L -92.0000, 311.0000, 17.0000,  -91.0000, 313.0000, 17.0000,  0, 0, 0
L -91.0000, 313.0000, 17.0000,  -90.0000, 314.0000, 17.0000,  0, 0, 0
L -90.0000, 314.0000, 17.0000,  -74.0000, 314.0000, 17.0000,  0, 0, 0
L -74.0000, 314.0000, 17.0000,  -74.0000, 297.0000, 17.0000,  0, 0, 0
L -74.0000, 297.0000, 17.0000,  -76.0000, 296.0000, 17.0000,  0, 0, 0
L -76.0000, 296.0000, 17.0000,  -77.0000, 296.0000, 17.0000,  0, 0, 0
L -77.0000, 296.0000, 17.0000,  -77.0000, 295.0000, 17.0000,  0, 0, 0
L -77.0000, 295.0000, 17.0000,  -78.0000, 293.0000, 17.0000,  0, 0, 0
L -78.0000, 293.0000, 17.0000,  -78.0000, 285.0000, 17.0000,  0, 0, 0
L -264.0000, 181.0000, 17.0000,  -264.0000, 205.0000, 17.0000,  0, 0, 0
L -264.0000, 205.0000, 17.0000,  -263.0000, 206.0000, 17.0000,  0, 0, 0
L -263.0000, 206.0000, 17.0000,  -263.0000, 213.0000, 17.0000,  0, 0, 0
L -263.0000, 213.0000, 17.0000,  -264.0000, 214.0000, 17.0000,  0, 0, 0
L -264.0000, 214.0000, 17.0000,  -264.0000, 216.0000, 17.0000,  0, 0, 0
L -264.0000, 216.0000, 17.0000,  -265.0000, 218.0000, 17.0000,  0, 0, 0
L -265.0000, 218.0000, 17.0000,  -267.0000, 219.0000, 17.0000,  0, 0, 0
L -267.0000, 219.0000, 17.0000,  -274.0000, 218.0000, 17.0000,  0, 0, 0
L -274.0000, 218.0000, 17.0000,  -276.0000, 218.0000, 17.0000,  0, 0, 0
L -276.0000, 218.0000, 17.0000,  -277.0000, 217.0000, 17.0000,  0, 0, 0
L -277.0000, 217.0000, 17.0000,  -278.0000, 215.0000, 17.0000,  0, 0, 0
L -278.0000, 215.0000, 17.0000,  -279.0000, 214.0000, 17.0000,  0, 0, 0
L -279.0000, 214.0000, 17.0000,  -286.0000, 214.0000, 17.0000,  0, 0, 0
L -286.0000, 214.0000, 17.0000,  -288.0000, 215.0000, 19.0000,  0, 0, 0
